#ZEITBEREICH: 08.06.2015 bis 08.06.2016
Datum;Zeit;AABU NO2 AM1H [µg/m³];BIEL NO2 AM1H [µg/m³];BONN NO2 AM1H [µg/m³];BORG NO2 AM1H [µg/m³];BOTT NO2 AM1H [µg/m³];CHOR NO2 AM1H [µg/m³];DATT NO2 AM1H [µg/m³];DDCS NO2 AM1H [µg/m³];DMD2 NO2 AM1H [µg/m³];DUB2 NO2 AM1H [µg/m³];EIFE NO2 AM1H [µg/m³];ELAN NO2 AM1H [µg/m³];EVOG NO2 AM1H [µg/m³];GELS NO2 AM1H [µg/m³];HATT NO2 AM1H [µg/m³];HUE2 NO2 AM1H [µg/m³];JACK NO2 AM1H [µg/m³];JHNK NO2 AM1H [µg/m³];KRHA NO2 AM1H [µg/m³];LEV2 NO2 AM1H [µg/m³];LOER NO2 AM1H [µg/m³];MSGE NO2 AM1H [µg/m³];NETT NO2 AM1H [µg/m³];NIED NO2 AM1H [µg/m³];RAT2 NO2 AM1H [µg/m³];RODE NO2 AM1H [µg/m³];ROTH NO2 AM1H [µg/m³];SHW2 NO2 AM1H [µg/m³];SOES NO2 AM1H [µg/m³];SOLI NO2 AM1H [µg/m³];STYR NO2 AM1H [µg/m³];UNNA NO2 AM1H [µg/m³];VACW NO2 AM1H [µg/m³];VBID NO2 AM1H [µg/m³];VDOM NO2 AM1H [µg/m³];VDOR NO2 AM1H [µg/m³];VDUI NO2 AM1H [µg/m³];VEAE NO2 AM1H [µg/m³];VESN NO2 AM1H [µg/m³];VGES NO2 AM1H [µg/m³];VGLG NO2 AM1H [µg/m³];VHAM NO2 AM1H [µg/m³];VKCL NO2 AM1H [µg/m³];VKTU NO2 AM1H [µg/m³];VLEG NO2 AM1H [µg/m³];VMGF NO2 AM1H [µg/m³];VMGR NO2 AM1H [µg/m³];VMS2 NO2 AM1H [µg/m³];VOBM NO2 AM1H [µg/m³];VWEL NO2 AM1H [µg/m³];WALS NO2 AM1H [µg/m³];WAST NO2 AM1H [µg/m³];WESE NO2 AM1H [µg/m³];WULA NO2 AM1H [µg/m³]
09.08.2015;22:00;;39;37;14;24;29;<10;95;40;27;;69;23;25;14;30;11;12;37;34;32;19;38;<10;34;59;<10;25;33;26;20;23;85;28;74;62;31;73;44;54;;58;75;72;92;26;12;39;52;41;16;<10;17;31
09.08.2015;23:00;14;37;32;16;26;36;<10;85;35;26;;67;19;21;14;22;12;25;49;30;32;17;28;11;36;79;<10;26;54;23;20;27;62;23;58;55;31;50;47;48;;38;73;64;77;33;16;31;37;33;18;<10;16;56
09.08.2015;24:00;13;24;30;17;25;22;10;75;29;27;;55;23;33;16;18;11;21;48;25;26;21;24;40;44;58;;24;43;24;27;35;43;;56;49;;47;43;43;;;63;43;55;31;19;22;36;40;16;<10;20;49
10.08.2015;01:00;<10;17;24;16;18;18;11;65;21;35;;39;17;33;13;18;12;16;30;23;23;24;29;22;44;40;<10;34;30;23;25;22;39;16;38;33;21;;34;40;;37;59;36;50;25;21;24;39;29;17;<10;11;44
10.08.2015;02:00;<10;14;26;<10;13;15;<10;52;27;37;<10;40;13;30;14;;13;17;40;26;20;23;31;15;29;;<10;34;18;24;31;22;34;13;33;29;48;36;28;40;;28;47;;49;24;19;22;28;36;17;<10;10;27
10.08.2015;03:00;<10;16;22;<10;11;13;<10;48;24;48;<10;45;16;22;12;<10;14;19;26;47;15;21;29;23;34;29;<10;29;21;35;25;22;23;<10;;;51;34;;39;;31;50;30;61;27;23;16;33;36;18;<10;17;20
10.08.2015;04:00;<10;20;18;14;;12;<10;53;28;62;<10;61;22;20;16;<10;14;21;36;45;16;20;24;19;32;32;<10;39;18;37;30;27;26;11;39;34;54;56;40;41;;33;65;28;65;30;23;20;53;31;17;11;17;23
10.08.2015;05:00;11;28;25;21;26;21;17;77;40;68;<10;49;19;24;16;<10;21;31;46;36;38;22;27;29;31;45;<10;43;22;30;39;24;46;36;61;51;68;75;52;66;;47;90;41;71;43;29;40;74;;27;18;34;31
10.08.2015;06:00;19;32;36;26;34;45;34;80;57;69;<10;41;38;34;18;19;29;37;55;52;39;;;57;34;52;<10;46;31;43;43;47;58;57;70;65;79;84;68;72;;66;92;65;76;61;33;60;81;57;38;19;34;55
10.08.2015;07:00;29;43;60;;63;38;53;124;64;73;<10;74;57;58;34;45;33;42;55;69;54;39;36;50;;67;<10;;27;65;50;63;124;67;95;66;78;100;75;87;;57;107;77;70;64;53;97;104;69;49;;38;69
10.08.2015;08:00;33;48;56;42;64;44;36;118;63;65;10;76;58;60;38;42;26;53;59;59;53;42;46;51;;69;<10;55;25;60;66;52;116;60;107;71;91;92;80;85;;84;120;91;92;73;60;90;107;75;52;34;;67
10.08.2015;09:00;28;;56;25;57;39;28;105;55;67;;60;56;54;39;40;;46;60;64;45;;52;43;;66;<10;57;25;65;;51;129;62;97;71;84;96;89;86;;72;118;84;97;71;51;86;92;66;45;28;32;59
10.08.2015;10:00;21;38;50;35;51;31;18;111;55;68;;65;54;67;43;36;24;35;65;56;41;;44;35;;62;<10;36;17;56;64;39;82;;99;65;77;98;84;93;;98;105;86;92;45;41;78;104;89;42;18;41;59
10.08.2015;11:00;20;26;46;27;45;38;18;119;42;55;<10;83;64;69;42;43;18;34;65;45;;;42;21;;63;<10;27;<10;44;64;26;95;;91;55;81;94;80;100;;55;116;79;85;53;34;76;105;78;31;13;32;35
10.08.2015;12:00;17;28;50;11;37;38;14;124;44;40;13;;56;62;45;41;;33;59;52;;;28;13;;63;<10;36;11;45;72;20;92;;98;48;79;97;83;84;;53;108;82;90;41;31;52;113;66;26;14;19;19
10.08.2015;13:00;16;34;55;20;28;49;;107;18;41;<10;79;44;45;;49;;20;56;46;;11;27;;;65;<10;27;<10;48;66;20;114;69;77;37;74;106;73;72;;41;103;90;107;48;;51;91;72;;12;13;20
10.08.2015;14:00;18;28;55;22;32;54;<10;;;50;<10;79;47;47;59;52;36;20;50;;;12;32;<10;;74;<10;19;11;47;62;14;127;62;99;33;81;87;81;82;;46;112;93;104;42;33;56;121;81;31;15;18;37
10.08.2015;15:00;16;41;61;23;31;58;<10;;31;47;<10;91;52;54;50;45;32;25;51;68;52;15;31;<10;;78;<10;19;<10;55;70;10;111;67;107;39;81;111;75;81;;56;;100;112;41;34;65;108;82;30;17;26;27
10.08.2015;16:00;17;31;59;24;29;38;12;;32;40;<10;98;43;53;50;45;41;31;63;67;51;17;40;12;49;71;<10;19;<10;48;63;14;;57;105;43;85;116;76;78;;60;117;87;105;49;41;62;130;92;26;15;21;38
10.08.2015;17:00;18;37;65;16;31;53;<10;124;35;58;<10;103;50;54;51;42;47;36;71;53;54;23;40;15;53;75;<10;23;<10;47;70;15;81;51;108;41;96;102;76;79;;58;114;98;109;59;43;65;126;81;35;13;20;44
10.08.2015;18:00;19;31;;10;35;76;<10;139;34;71;11;95;43;48;48;39;45;50;62;66;58;18;47;18;58;84;<10;35;13;;76;22;114;44;85;45;94;95;99;87;;52;114;108;109;64;52;61;122;92;35;14;18;43
10.08.2015;19:00;26;27;59;23;31;53;12;140;35;82;<10;80;48;57;50;41;51;59;56;42;53;21;56;24;61;88;<10;38;;51;75;24;80;44;74;53;89;91;86;78;;60;104;94;113;78;69;57;93;88;32;18;20;46
10.08.2015;20:00;27;28;59;20;37;32;12;89;44;83;11;63;39;;44;36;41;;40;50;57;21;74;30;41;89;10;40;15;47;55;27;53;42;72;62;75;81;70;77;;57;114;67;98;74;68;53;74;74;45;20;16;55
10.08.2015;21:00;23;23;54;36;38;34;<10;91;33;65;<10;43;41;36;43;38;39;44;;50;44;20;70;36;23;74;13;26;18;45;37;21;45;30;77;47;59;76;69;70;;66;103;63;92;;63;44;65;60;62;18;14;48
10.08.2015;22:00;24;13;50;34;45;38;<10;79;38;;<10;47;39;44;34;42;35;46;41;71;40;24;59;33;22;66;<10;21;13;37;37;21;50;24;53;49;49;64;54;50;;54;96;67;74;62;51;40;;49;60;17;13;39
10.08.2015;23:00;;<10;49;33;30;41;11;70;33;54;15;28;26;28;24;29;39;44;35;67;46;16;56;25;32;63;<10;26;<10;19;48;19;58;13;51;36;44;54;31;38;;47;83;69;81;56;42;12;55;44;46;12;15;19
10.08.2015;24:00;18;<10;52;24;24;30;<10;80;34;41;<10;52;41;39;24;20;28;38;37;57;43;<10;53;25;26;57;<10;19;<10;16;43;14;50;18;50;40;57;40;45;48;;35;68;61;65;50;43;<10;52;35;43;<10;17;16
11.08.2015;01:00;14;<10;43;17;27;33;<10;74;28;48;<10;47;36;34;18;16;30;36;35;40;50;11;43;20;31;51;;14;<10;20;41;13;44;13;36;33;;42;45;43;;;54;47;53;44;34;<10;53;28;37;<10;17;17
11.08.2015;02:00;13;<10;43;18;31;27;<10;71;26;48;<10;32;30;37;16;13;22;33;36;40;44;11;35;21;29;45;<10;10;<10;19;39;13;27;<10;31;25;50;;35;45;;27;57;45;51;40;29;<10;35;31;34;<10;18;21
11.08.2015;03:00;12;<10;38;18;24;26;<10;53;18;44;<10;16;27;38;15;;17;31;38;44;36;16;34;17;28;;<10;20;<10;17;31;21;20;12;34;27;52;34;29;48;;33;67;;53;37;25;<10;33;22;31;<10;22;21
11.08.2015;04:00;<10;<10;34;18;22;25;<10;53;27;42;<10;14;26;32;14;22;26;30;35;45;29;<10;35;14;29;42;<10;24;<10;17;32;16;22;21;;;50;39;;45;;37;66;50;53;30;23;<10;40;30;31;<10;26;19
11.08.2015;05:00;12;24;41;24;;30;10;61;34;47;<10;17;28;27;16;27;29;27;34;49;29;27;30;32;24;36;<10;27;<10;31;26;20;25;44;56;52;43;51;45;53;;51;76;55;47;34;23;13;58;45;22;14;25;25
11.08.2015;06:00;18;24;43;31;17;31;16;83;38;56;11;22;26;28;18;34;37;36;45;52;33;39;30;39;27;32;<10;37;18;69;27;35;40;58;64;59;49;53;54;64;;56;79;58;52;44;26;40;70;;24;16;33;42
11.08.2015;07:00;20;31;48;30;24;39;32;76;37;54;31;17;26;33;18;30;32;43;45;50;36;59;;36;32;37;<10;35;27;74;38;31;46;66;69;60;48;76;55;65;;54;108;62;36;56;31;63;78;62;33;15;37;48
11.08.2015;08:00;23;38;53;;45;43;33;82;51;59;<10;74;56;;;37;30;42;45;46;55;37;26;33;47;54;<10;;19;58;41;36;61;66;91;67;59;75;90;77;;72;101;72;36;53;35;82;81;53;44;;42;36
11.08.2015;09:00;22;35;51;38;48;54;37;84;64;57;;58;52;;;38;27;38;45;54;61;37;27;46;62;50;<10;46;15;42;54;43;90;66;97;75;64;69;69;84;;70;91;74;58;52;40;62;106;68;53;<10;;54
11.08.2015;10:00;25;;50;36;44;51;19;97;46;54;<10;62;56;;;34;18;27;45;73;61;20;22;49;62;63;<10;37;<10;39;;26;92;63;105;58;68;80;55;79;;68;108;84;69;33;34;54;107;57;42;<10;;41
11.08.2015;11:00;13;16;46;18;16;31;13;92;37;38;<10;58;32;40;37;35;17;22;27;56;29;<10;25;19;36;59;<10;31;;30;59;23;72;58;96;46;33;78;62;74;;63;105;70;80;34;22;53;94;40;14;<10;14;31
11.08.2015;12:00;16;22;38;14;15;27;<10;103;34;29;<10;53;26;30;43;23;13;11;20;31;12;<10;19;25;31;41;<10;35;<10;22;53;28;80;58;100;47;36;53;;64;;55;94;52;68;32;18;53;93;50;;<10;12;25
11.08.2015;13:00;15;24;43;12;18;32;;95;27;30;;;34;23;38;15;<10;<10;15;27;12;;10;23;25;32;<10;33;<10;22;46;19;104;;91;39;32;75;;60;;51;86;58;55;31;21;55;94;46;15;<10;14;25
11.08.2015;14:00;14;18;30;<10;11;31;;99;19;31;;54;21;26;33;12;;<10;18;32;10;<10;13;;17;37;<10;24;;29;37;23;93;59;99;32;41;104;54;62;;58;91;63;71;25;;48;81;54;23;<10;15;17
11.08.2015;15:00;<10;20;26;<10;11;20;<10;119;;32;<10;45;15;18;27;21;<10;<10;19;;;<10;12;<10;17;44;<10;18;;35;25;17;79;53;109;33;44;105;50;62;;43;76;58;66;30;17;62;75;65;16;<10;<10;20
11.08.2015;16:00;<10;34;33;<10;11;17;<10;98;11;37;10;27;18;10;23;20;<10;<10;16;27;<10;<10;18;<10;;41;<10;14;;35;14;<10;94;66;115;31;46;105;46;47;;56;;56;57;22;13;44;49;62;<10;<10;11;19
11.08.2015;17:00;<10;32;28;<10;13;20;<10;88;17;18;<10;32;19;14;19;22;<10;<10;24;41;20;<10;17;<10;19;43;<10;12;<10;22;15;<10;;69;99;31;38;93;56;29;;57;100;58;45;21;13;69;47;70;<10;<10;12;17
11.08.2015;18:00;11;41;31;<10;12;30;<10;60;16;14;<10;33;17;16;13;30;11;<10;33;34;16;<10;19;<10;14;54;<10;16;<10;19;18;<10;51;63;77;24;43;73;61;37;;68;72;66;37;23;11;66;45;65;<10;<10;12;12
11.08.2015;19:00;12;33;;12;12;15;<10;75;15;23;<10;43;20;22;<10;33;19;14;25;41;20;<10;24;<10;21;54;<10;15;<10;;19;12;35;58;63;30;41;75;40;53;;73;95;43;32;32;13;27;50;57;<10;<10;11;10
11.08.2015;20:00;17;38;26;17;22;20;12;75;20;25;<10;60;16;39;18;23;34;24;37;49;33;12;23;<10;47;65;<10;22;<10;18;29;17;76;46;79;44;50;77;43;64;;71;97;47;45;34;20;36;70;78;10;<10;13;14
11.08.2015;21:00;27;35;28;16;39;27;17;77;20;42;11;68;35;58;14;29;38;;44;56;29;15;22;<10;78;87;<10;26;10;26;40;17;83;39;61;48;31;78;48;79;;82;82;58;69;36;22;43;66;70;<10;<10;13;15
11.08.2015;22:00;34;24;27;14;32;29;17;94;28;42;16;71;39;70;13;36;22;14;;56;37;23;21;<10;62;81;<10;28;<10;22;35;16;98;34;66;37;33;76;58;74;;78;81;42;60;;22;43;57;61;12;<10;11;24
11.08.2015;23:00;30;13;32;11;30;30;19;88;22;;16;63;38;60;13;33;23;15;34;58;35;21;23;<10;53;73;<10;26;20;16;42;14;67;18;65;42;48;71;53;62;;65;88;36;37;28;22;28;;50;<10;12;12;29
11.08.2015;24:00;;12;24;10;24;26;21;66;32;19;14;38;28;45;16;36;29;17;45;45;44;14;19;10;44;72;<10;18;20;11;43;14;41;13;45;29;48;57;36;52;;51;73;40;61;21;21;11;45;58;<10;<10;13;30
12.08.2015;01:00;20;10;27;10;15;30;18;63;27;21;14;63;18;34;18;32;24;19;34;31;33;<10;17;<10;42;61;<10;11;16;<10;34;<10;51;<10;36;24;35;49;32;31;;34;80;46;70;25;22;<10;28;39;<10;<10;12;35
12.08.2015;02:00;19;11;39;<10;12;35;10;55;26;19;11;45;12;29;17;28;24;21;31;29;32;<10;17;<10;40;48;;<10;<10;<10;23;<10;38;<10;31;21;;35;24;29;;;61;53;56;25;24;<10;17;32;<10;<10;12;21
12.08.2015;03:00;18;12;41;10;12;38;<10;45;24;24;<10;36;11;18;18;34;24;22;26;30;24;<10;18;<10;33;50;<10;12;<10;<10;22;<10;38;12;32;20;30;;20;18;;22;79;54;55;30;28;<10;21;20;<10;<10;12;14
12.08.2015;04:00;16;13;42;10;11;35;<10;47;18;32;<10;34;15;19;16;;21;25;32;31;22;<10;18;<10;23;;<10;19;<10;10;22;15;32;14;26;15;32;32;18;34;;35;80;;51;28;27;<10;22;24;<10;<10;12;19
12.08.2015;05:00;19;18;45;<10;14;35;<10;45;21;23;<10;41;19;30;16;41;27;24;34;40;19;10;23;<10;26;35;<10;26;<10;19;26;20;51;28;;;41;46;27;31;;60;77;53;62;35;31;23;32;40;<10;27;14;22
12.08.2015;06:00;23;25;44;<10;;43;12;70;28;41;<10;49;29;42;18;48;43;27;45;42;25;13;22;<10;36;39;<10;33;<10;33;34;23;60;46;43;23;51;61;40;50;;66;86;65;59;34;30;31;61;42;13;21;16;32
12.08.2015;07:00;28;40;55;<10;26;37;13;65;20;36;<10;40;37;46;26;45;34;31;46;58;35;16;27;<10;35;66;<10;38;11;34;43;29;84;59;63;29;55;69;40;60;;75;93;71;70;39;37;51;54;;13;12;13;29
12.08.2015;08:00;40;39;58;<10;22;37;12;57;25;20;<10;37;26;30;31;;31;31;38;55;31;17;27;<10;28;62;<10;36;11;29;35;29;64;58;70;;49;71;35;51;;73;96;67;51;39;35;47;47;46;12;10;15;27
12.08.2015;09:00;35;24;58;;18;29;14;54;;21;<10;32;19;25;29;;31;31;42;33;29;15;24;12;25;48;<10;;12;27;29;22;52;49;53;27;45;52;35;34;;;68;59;35;38;36;38;35;46;10;;12;29
12.08.2015;10:00;33;26;38;<10;14;26;14;53;19;25;11;31;18;22;25;;33;26;44;25;21;14;24;12;21;44;<10;22;14;28;30;18;52;48;57;25;44;64;35;25;;;90;64;44;37;37;37;36;42;<10;13;<10;29
12.08.2015;11:00;34;;26;<10;13;23;14;47;22;26;21;25;17;22;;;28;22;40;21;17;11;21;11;20;35;<10;;14;27;;18;60;54;69;26;35;56;33;31;;70;103;56;31;39;38;33;28;38;<10;12;;26
12.08.2015;12:00;35;27;22;<10;11;23;<10;47;19;27;31;20;16;19;25;27;18;17;36;21;21;11;18;13;19;34;<10;;11;23;27;19;80;53;67;24;44;58;30;29;;80;89;63;34;38;36;28;41;36;<10;11;<10;24
12.08.2015;13:00;32;28;20;<10;14;20;<10;34;19;21;23;20;13;16;23;21;17;19;37;25;17;<10;19;<10;19;33;<10;;<10;24;23;17;57;58;59;23;47;64;29;33;;89;84;62;42;40;35;34;29;36;<10;10;<10;20
12.08.2015;14:00;34;23;18;<10;12;19;<10;43;14;23;19;;14;15;16;23;18;14;47;20;12;;16;<10;15;32;<10;13;<10;28;22;16;55;;79;25;37;82;30;27;;64;90;59;32;28;26;30;33;30;<10;<10;<10;15
12.08.2015;15:00;35;23;19;<10;<10;15;<10;51;13;19;;16;13;12;14;21;;15;35;16;11;<10;22;;15;30;<10;14;<10;21;21;<10;47;63;90;28;43;97;34;23;;76;94;49;41;20;;21;28;34;<10;<10;<10;13
12.08.2015;16:00;33;29;18;<10;<10;<10;<10;49;17;16;<10;18;11;14;14;18;19;13;38;;;<10;33;12;14;27;<10;<10;<10;16;21;11;56;58;86;28;47;116;38;30;;69;92;54;36;18;13;29;32;35;<10;11;<10;14
12.08.2015;17:00;33;28;19;<10;12;<10;<10;61;18;14;<10;22;11;15;12;16;20;13;23;22;13;<10;28;12;;38;<10;<10;;16;21;<10;64;67;91;33;48;106;44;31;;93;;61;33;17;15;25;29;36;<10;<10;<10;17
12.08.2015;18:00;27;28;19;10;10;12;<10;52;17;18;<10;21;<10;15;15;17;20;14;28;30;15;<10;23;18;16;36;<10;<10;<10;18;18;12;;57;70;32;42;63;34;39;;88;82;39;27;21;14;25;26;44;<10;<10;<10;19
12.08.2015;19:00;32;25;19;11;11;16;<10;51;14;17;13;25;<10;13;18;21;21;15;34;33;19;<10;22;10;19;26;<10;18;<10;18;18;12;55;47;54;24;36;64;24;30;;66;54;36;26;20;18;23;25;37;<10;<10;<10;19
12.08.2015;20:00;25;26;;13;14;14;<10;57;13;16;16;22;<10;16;16;20;24;18;33;27;20;<10;19;<10;15;34;<10;15;12;;20;12;38;38;44;24;37;56;22;25;;70;50;32;22;23;20;27;21;39;<10;<10;<10;26
12.08.2015;21:00;27;25;24;14;15;13;<10;38;14;20;11;26;11;14;18;16;25;16;23;28;23;<10;19;<10;16;38;<10;16;16;;19;12;41;35;50;24;31;40;20;21;;56;57;30;31;23;20;21;19;39;<10;12;<10;29
12.08.2015;22:00;29;25;31;16;15;14;<10;40;15;23;<10;20;13;15;14;19;20;;23;37;20;<10;19;<10;15;38;<10;18;12;;15;14;49;32;42;27;30;28;20;21;;53;49;39;24;18;18;21;19;34;<10;13;11;26
12.08.2015;23:00;29;17;41;16;11;13;<10;37;14;22;<10;15;13;15;16;22;19;<10;;46;19;<10;16;<10;16;48;<10;16;<10;;18;13;40;22;38;27;24;19;20;15;;53;47;30;25;;16;17;21;29;<10;12;<10;16
12.08.2015;24:00;26;14;27;14;<10;12;<10;31;17;;<10;16;16;15;16;23;17;<10;26;32;18;<10;17;11;15;55;<10;13;<10;;17;14;33;15;28;26;20;18;19;19;;39;44;30;20;<10;15;18;;23;<10;<10;<10;13
13.08.2015;01:00;;12;20;13;12;12;<10;27;15;16;<10;16;12;12;15;27;15;11;23;22;17;<10;15;<10;13;53;<10;10;<10;;14;11;32;<10;29;27;27;22;15;16;;29;38;25;30;<10;16;17;17;19;<10;10;<10;13
13.08.2015;02:00;19;14;34;14;12;17;<10;23;16;20;<10;16;12;12;16;25;14;<10;25;22;20;<10;14;<10;14;43;<10;<10;<10;;15;11;28;11;27;27;21;19;15;14;;22;40;24;27;<10;17;19;18;19;<10;<10;<10;14
13.08.2015;03:00;16;13;54;13;10;19;<10;25;22;21;<10;17;14;15;19;29;16;<10;21;25;17;12;14;12;16;42;;<10;<10;;16;11;27;11;22;20;;15;17;16;;28;57;26;28;<10;16;15;17;17;<10;<10;<10;14
13.08.2015;04:00;14;11;34;13;11;20;<10;30;19;23;<10;19;17;15;18;31;19;<10;24;41;20;<10;15;<10;15;39;<10;11;<10;;19;13;30;13;30;28;20;;19;17;;42;40;30;30;11;18;15;20;18;<10;<10;<10;15
13.08.2015;05:00;15;17;35;14;18;21;<10;34;18;30;<10;21;19;22;17;29;24;12;39;41;19;<10;17;<10;17;;<10;18;<10;;26;16;46;34;41;27;32;39;20;22;;48;49;;31;13;21;19;32;29;11;19;10;20
13.08.2015;06:00;15;26;34;13;19;21;<10;41;28;34;<10;21;24;31;20;32;30;15;23;45;30;<10;23;16;20;31;<10;25;<10;;31;15;59;41;;30;33;47;34;33;;52;79;53;44;19;24;21;26;44;16;42;11;21
13.08.2015;07:00;19;38;56;13;;31;11;51;32;29;<10;24;23;27;25;40;29;18;29;48;30;11;24;20;22;39;<10;28;10;;29;15;59;52;62;36;38;49;42;28;;57;73;59;37;21;24;26;35;49;24;19;10;23
13.08.2015;08:00;30;30;47;12;32;36;<10;46;30;38;<10;24;18;30;23;50;29;21;38;40;21;11;28;19;21;49;<10;18;<10;;29;13;51;55;66;35;41;53;36;36;;71;70;55;37;18;23;20;30;;28;16;<10;24
13.08.2015;09:00;20;19;38;<10;31;35;<10;63;16;34;<10;21;24;28;24;42;28;25;30;25;23;<10;29;10;16;33;<10;19;<10;;26;12;46;45;58;;33;49;35;31;;58;84;49;33;19;25;17;32;36;28;14;<10;25
13.08.2015;10:00;19;19;27;;35;29;11;69;;36;<10;20;21;29;23;39;33;22;38;18;22;<10;26;11;17;22;<10;15;<10;;27;12;49;44;50;21;;53;34;29;;54;81;34;32;24;31;13;36;36;26;;<10;26
13.08.2015;11:00;23;16;20;<10;31;26;10;83;<10;33;<10;20;21;30;21;37;48;21;40;18;21;<10;30;10;17;23;<10;16;<10;;27;12;34;47;60;21;38;58;35;33;;;88;44;30;28;35;15;35;41;24;11;<10;28
13.08.2015;12:00;17;;18;<10;32;26;<10;80;<10;31;<10;18;19;32;;;52;22;31;15;22;<10;38;<10;17;20;<10;13;<10;;;;40;37;62;18;36;54;32;36;;79;82;36;37;28;32;17;37;38;26;<10;;23
13.08.2015;13:00;15;25;15;<10;31;22;<10;68;<10;30;<10;16;11;31;17;25;54;20;44;14;17;<10;46;<10;16;10;<10;12;<10;;18;;42;44;75;23;38;56;32;32;;80;80;37;43;23;27;18;33;36;19;<10;<10;19
13.08.2015;14:00;15;22;17;<10;27;15;<10;67;<10;31;<10;13;14;32;12;22;49;12;35;13;16;<10;39;<10;14;<10;<10;14;<10;;20;19;47;55;80;24;37;72;34;38;;77;128;39;31;19;23;16;35;38;19;12;<10;16
13.08.2015;15:00;22;24;13;<10;18;16;<10;58;<10;29;<10;;16;27;11;24;50;12;26;11;11;;36;<10;10;10;<10;<10;<10;;19;14;50;;99;35;47;116;51;32;;89;118;44;40;18;20;22;35;43;17;14;<10;15
13.08.2015;16:00;16;27;13;<10;17;17;<10;62;12;22;;<10;21;24;14;23;;13;20;13;10;<10;31;;11;<10;<10;<10;<10;;24;<10;53;65;130;36;48;87;54;36;;106;98;38;53;18;;16;37;38;14;14;<10;12
13.08.2015;17:00;12;28;15;<10;16;18;<10;52;14;17;<10;11;20;25;11;25;18;10;19;;;<10;32;<10;13;12;<10;<10;<10;;25;<10;59;62;121;34;51;68;52;28;;85;99;33;36;12;15;22;32;42;13;12;<10;15
13.08.2015;18:00;12;30;22;<10;21;26;<10;47;12;19;<10;14;18;24;<10;27;24;11;29;20;<10;<10;36;<10;;12;<10;<10;;;29;<10;57;60;94;30;48;75;49;27;;101;;44;53;16;17;14;33;43;16;<10;<10;21
13.08.2015;19:00;14;30;32;<10;17;41;<10;52;11;19;<10;15;19;27;12;30;31;16;32;25;12;<10;33;10;15;13;<10;10;<10;;37;<10;;55;97;27;40;72;43;27;;105;77;53;58;17;20;15;32;43;20;15;<10;29
13.08.2015;20:00;36;44;69;11;17;30;<10;56;12;18;<10;17;25;26;16;53;31;25;40;54;16;11;42;12;19;19;<10;14;19;;38;<10;75;57;99;36;50;59;45;25;;120;84;63;65;19;22;21;32;41;23;<10;<10;21
13.08.2015;21:00;<10;50;;13;22;34;<10;43;18;21;<10;19;23;27;23;55;38;20;45;65;24;16;39;13;21;27;<10;26;<10;;30;23;57;58;94;41;44;56;44;26;;134;70;74;63;22;24;16;36;60;27;23;<10;25
13.08.2015;22:00;14;39;60;11;30;41;11;36;19;30;<10;16;20;35;24;39;36;21;28;29;32;15;34;15;20;22;<10;21;<10;;29;21;77;57;74;40;39;47;44;38;;105;80;59;41;24;30;18;33;54;23;<10;<10;30
13.08.2015;23:00;12;30;26;12;31;27;11;39;31;32;<10;19;19;29;27;26;28;;32;13;32;14;29;14;15;20;<10;<10;<10;;24;18;53;33;53;25;29;40;38;30;;83;67;27;<10;39;40;11;31;52;21;14;<10;44
13.08.2015;24:00;<10;24;25;12;31;32;11;97;20;30;<10;15;16;32;25;20;11;16;;<10;29;12;17;23;14;32;<10;13;<10;;21;18;34;33;38;24;29;33;26;33;;41;45;23;<10;;36;<10;23;27;22;<10;<10;20
14.08.2015;01:00;<10;17;20;12;19;16;<10;52;11;;11;<10;;22;<10;17;<10;<10;34;15;19;11;11;10;18;25;<10;18;<10;;12;19;27;27;31;38;19;26;14;36;;33;33;24;45;15;19;<10;;19;25;<10;11;<10
14.08.2015;02:00;;18;11;11;14;11;<10;29;13;21;<10;20;;<10;<10;13;<10;<10;23;21;<10;<10;<10;11;13;20;<10;12;<10;;<10;20;13;18;29;30;14;11;<10;17;;21;29;28;37;<10;<10;<10;<10;29;16;<10;<10;<10
14.08.2015;03:00;<10;14;13;22;<10;<10;<10;25;10;17;<10;13;;15;<10;<10;<10;<10;<10;15;<10;11;<10;15;10;16;<10;16;<10;;<10;16;10;21;30;35;14;26;12;32;;22;28;18;40;<10;<10;<10;18;28;13;<10;14;11
14.08.2015;04:00;<10;13;15;16;18;13;<10;33;25;28;<10;22;;13;<10;14;<10;<10;11;21;<10;<10;<10;26;17;13;;22;12;;11;14;21;26;40;37;;25;16;30;;42;61;23;32;11;<10;13;35;26;13;<10;<10;11
14.08.2015;05:00;<10;27;41;39;25;32;12;62;36;45;<10;21;;14;17;24;19;<10;18;33;<10;10;24;28;22;27;<10;24;11;;19;24;35;35;30;38;35;;35;54;;67;86;51;52;25;<10;36;75;48;20;27;12;12
14.08.2015;06:00;12;42;68;53;36;53;29;106;37;75;<10;13;;19;31;23;30;27;23;60;37;48;29;34;26;;<10;22;36;;24;34;58;54;36;45;55;68;47;79;;97;109;;45;53;15;58;94;77;40;40;41;33
14.08.2015;07:00;21;61;57;30;48;72;38;117;43;77;<10;12;;30;37;28;31;32;40;72;33;68;37;34;35;42;<10;53;32;;42;33;94;84;;65;66;82;57;103;;120;106;77;52;78;61;104;102;115;47;38;47;39
